29.389391,8251.304169,2.652919,133.064386
28.846240,8447.353653,2.624902,134.064244
28.268392,8661.848233,2.595255,135.064414
27.787976,8844.965677,2.569519,136.064713
27.355295,9013.714801,2.546714,137.065953
26.957954,9171.956034,2.525864,138.067313
26.605123,9315.158524,2.506968,139.066604
26.261667,9457.034520,2.490028,140.068172
25.938794,9592.682065,2.471458,141.067724
25.558147,9755.488600,2.451585,142.069097
25.254468,9887.658655,2.435948,143.070132
24.993944,10002.691351,2.420962,144.069449
24.754948,10109.574787,2.408256,145.069776
24.480210,10234.070563,2.393922,146.069504
24.226872,10350.434755,2.379913,147.069600
23.994843,10458.348666,2.366882,148.070970
23.842133,10530.078394,2.360040,149.072254
23.679764,10606.966689,2.350918,150.072309
23.550599,10668.593076,2.343751,151.071560
23.388627,10746.454880,2.334955,152.072707
23.218160,10829.107093,2.326159,153.074115
23.095018,10889.268322,2.318992,154.073447
22.987806,10941.960120,2.313779,155.073924
22.897236,10986.701202,2.307915,156.075205
22.793004,11038.452231,2.302702,157.075001
22.685411,11092.165816,2.296838,158.074710
22.643268,11113.286643,2.294232,159.076199
22.577546,11146.317388,2.290648,160.077120
22.536391,11167.058521,2.289020,161.077437
22.479502,11195.802036,2.285762,162.077928
22.452468,11209.491398,2.284133,163.079357
22.415960,11228.008036,2.281527,164.079757
22.362935,11254.964919,2.279246,165.080655
22.303985,11285.021210,2.276640,166.081521
22.282565,11295.965330,2.275011,167.083144
22.256272,11309.415911,2.274034,168.083218
22.241180,11317.145109,2.273056,169.082858
22.205027,11335.684003,2.270776,170.083912
22.194225,11341.230287,2.271101,171.085173
22.157323,11360.199988,2.268169,172.085193
22.121551,11378.623982,2.266215,173.084434
22.106455,11386.409719,2.265237,174.085920
22.155292,11361.245275,2.268821,175.086991
22.185096,11345.919836,2.270450,176.086927
22.199064,11338.745423,2.270450,177.086620
22.166835,11355.307014,2.269147,178.088362
22.152502,11362.681188,2.268821,179.087523
22.071078,11404.678024,2.263608,180.088006
22.049628,11415.771362,2.261980,181.089282
22.066685,11406.948990,2.264586,182.089658
22.061942,11409.401369,2.262957,183.089341
22.050810,11415.159904,2.262957,184.088638
22.065510,11407.556462,2.263608,185.090448
22.050810,11415.159904,2.262957,186.091189
22.032935,11424.412896,2.261980,187.090488
22.041280,11420.092129,2.261980,188.090805
22.044062,11418.651873,2.261980,189.092188
22.005526,11438.618384,2.260025,190.091560
21.987248,11448.102369,2.258722,191.091889
21.976542,11453.662035,2.259047,192.093215
21.959485,11462.525699,2.258722,193.094061
21.957861,11463.369966,2.257419,194.093412
21.980886,11451.405717,2.258070,195.093743
22.002747,11440.059886,2.260025,196.095144
22.041675,11419.887629,2.262305,197.094844
22.039288,11421.123028,2.262631,198.094767
22.038498,11421.532384,2.261980,199.094754
22.047239,11417.007532,2.262305,200.096047
22.098094,11390.724272,2.265237,201.097259
22.152122,11362.876885,2.268495,202.096554
22.167213,11355.112459,2.269473,203.097086
22.211363,11332.432328,2.271427,204.098351
22.205027,11335.684003,2.270776,205.097689
22.205027,11335.684003,2.270776,206.097571
22.207450,11334.440776,2.270450,207.098734
22.169627,11353.871307,2.269147,208.100360
22.179135,11348.983164,2.270124,209.100677
22.158841,11359.418961,2.269473,210.100398
22.172041,11352.629799,2.268821,211.100761
22.186762,11345.063956,2.269473,212.102069
22.178381,11349.370457,2.269473,213.103349
22.166457,11355.501624,2.268821,214.103728
22.163286,11357.132409,2.268495,215.105383
22.172796,11352.241458,2.269473,216.106314
22.205401,11335.492403,2.271101,217.105874
